codigo,grupo,subgrupo,obra_servico,complementar,nivel1,nivel2,nivel3,nivel4,profundidade
TOS_12.10.1,Eletrônica,Sistemas e Equipamentos de Detecção e Alarme de Incêndio,de sistema de detecção e alarme de incêndio,,12,10,1,,3
TOS_12.11.1,Eletrônica,Sistemas e Equipamentos de Eletrônica Embarcada,de sistemas de eletrônica embarcada,,12,11,1,,3
TOS_12.11.2,Eletrônica,Sistemas e Equipamentos de Eletrônica Embarcada,de equipamentos de eletrônica embarcada,,12,11,2,,3
TOS_12.12.1,Eletrônica,Equipamentos Odonto-Médico-Hospitalares,de equipamentos eletrônicos odonto-médico-hospitalares,,12,12,1,,3
TOS_12.12.2,Eletrônica,Equipamentos Odonto-Médico-Hospitalares,de equipamentos elétricos odonto-médico-hospitalares,,12,12,2,,3
TOS_12.13.1,Eletrônica,Sistemas e Equipamentos Biomédicos,de processador de sinais vitais,,12,13,1,,3
TOS_12.13.2,Eletrônica,Sistemas e Equipamentos Biomédicos,de processador de imagem,,12,13,2,,3
TOS_12.13.3,Eletrônica,Sistemas e Equipamentos Biomédicos,de sistemas biomédicos,,12,13,3,,3
TOS_12.14.1,Eletrônica,Circuitos Integrados,de circuitos integrados,,12,14,1,,3
TOS_12.14.2,Eletrônica,Circuitos Integrados,de placas de circuito impresso,,12,14,2,,3
TOS_12.15.1,Eletrônica,Microprocessadores,de microcontroladores,,12,15,1,,3
TOS_12.15.2,Eletrônica,Microprocessadores,de microprocessadores,,12,15,2,,3
TOS_12.16.1,Eletrônica,Biomecânicos,de dispositivos biomecânicos,,12,16,1,,3
TOS_12.16.2,Eletrônica,Biomecânicos,de componentes biomecânicos,,12,16,2,,3
TOS_12.16.3,Eletrônica,Biomecânicos,de nanoestruturas implantáveis,,12,16,3,,3
TOS_13.1.1.1,Controle e Automação,Sistemas Discretos e Contínuos,de modelagem de sistemas,discretos de processos,13,1,1,1,4
TOS_13.1.1.2,Controle e Automação,Sistemas Discretos e Contínuos,de modelagem de sistemas,contínuos de processos,13,1,1,2,4
TOS_13.2.1.1,Controle e Automação,Métodos e Processos de Controle e Automação,de processos de controle e automação,eletroeletrônicos,13,2,1,1,4
TOS_13.2.1.2,Controle e Automação,Métodos e Processos de Controle e Automação,de processos de controle e automação,eletromecânicos,13,2,1,2,4
TOS_13.3.1,Controle e Automação,Controle Lógico Programável,de controlador lógico programável - clp,,13,3,1,,3
TOS_13.4.1.1,Controle e Automação,Sistemas e Processos de Produção e Fabricação,de sistema de controle e automação,de processos,13,4,1,1,4
TOS_13.4.1.2,Controle e Automação,Sistemas e Processos de Produção e Fabricação,de sistema de controle e automação,de controle e automação da produção ou fabricação,13,4,1,2,4
TOS_13.5.1,Controle e Automação,Robótica,de robô industrial,,13,5,1,,3
TOS_13.5.2,Controle e Automação,Robótica,de braço mecânico,,13,5,2,,3
TOS_13.6.1.1,Controle e Automação,Sistemas de Manufatura,de sistema de automação,de manufatura,13,6,1,1,4
TOS_13.6.1.2,Controle e Automação,Sistemas de Manufatura,de sistema de automação,flexível de manufatura - fms,13,6,1,2,4
TOS_13.6.2,Controle e Automação,Sistemas de Manufatura,de sistema de manufatura assistido por computador,,13,6,2,,3
TOS_13.6.3,Controle e Automação,Sistemas de Manufatura,de redes de comunicação industrial,,13,6,3,,3
TOS_13.6.4,Controle e Automação,Sistemas de Manufatura,de protocolos de comunicação industrial,,13,6,4,,3
TOS_13.7.1,Controle e Automação,Sistemas de Controle Automático de Equipamentos,de máquinas de operação autônoma,,13,7,1,,3
TOS_13.8.1,Controle e Automação,Micro-eletromecânica,de sistemas microeletromecânicos,,13,8,1,,3
TOS_13.9.1,Controle e Automação,Nano-eletromecânica,de sistemas nanoeletromecânicos,,13,9,1,,3
TOS_14.1.1,Computação,Sistemas e Tecnologia da Informação,de sistemas ou tecnologia da informação,,14,1,1,,3
TOS_14.2.1,Computação,Organização de Computadores,de métodos da pesquisa operacional,,14,2,1,,3
TOS_14.2.2,Computação,Organização de Computadores,de modelagem de sistemas computacionais,,14,2,2,,3
TOS_14.2.3,Computação,Organização de Computadores,de análise de sistemas,,14,2,3,,3
TOS_14.2.4,Computação,Organização de Computadores,de simulação de sistemas computacionais,,14,2,4,,3
TOS_14.2.5,Computação,Organização de Computadores,de modelagem computacional gráfica,,14,2,5,,3
TOS_14.3.1,Computação,Programação,de programação,,14,3,1,,3
TOS_14.3.2,Computação,Programação,de desenvolvimento de software,,14,3,2,,3
TOS_14.3.3,Computação,Programação,de sistemas de software,,14,3,3,,3
TOS_14.4.1,Computação,Redes de Dados,de redes de dados,,14,4,1,,3
TOS_14.5.1,Computação,Técnicas Digitais,de mapeamento tecnológico,,14,5,1,,3
TOS_14.5.2,Computação,Técnicas Digitais,de circuitos digitais,,14,5,2,,3
TOS_14.6.1,Computação,Informática Industrial,de informática industrial,,14,6,1,,3
TOS_14.7.1,Computação,"Equipamentos, Dispositivos e Componentes",de computadores mainframes,,14,7,1,,3
TOS_14.7.2,Computação,"Equipamentos, Dispositivos e Componentes",de minicomputadores,,14,7,2,,3
TOS_14.7.3,Computação,"Equipamentos, Dispositivos e Componentes",de microcomputadores,,14,7,3,,3
TOS_14.7.4,Computação,"Equipamentos, Dispositivos e Componentes",de servidor - informática,,14,7,4,,3
TOS_14.7.5,Computação,"Equipamentos, Dispositivos e Componentes",de periféricos - informática,,14,7,5,,3
TOS_14.7.6,Computação,"Equipamentos, Dispositivos e Componentes",de redes de computadores,,14,7,6,,3
TOS_14.7.7,Computação,"Equipamentos, Dispositivos e Componentes",de redes de acesso - informática,,14,7,7,,3
TOS_14.7.8,Computação,"Equipamentos, Dispositivos e Componentes",de tecnologias de redes - informática,,14,7,8,,3
TOS_14.7.9,Computação,"Equipamentos, Dispositivos e Componentes",de tecnologias de transmissão - informática,,14,7,9,,3
TOS_14.7.10,Computação,"Equipamentos, Dispositivos e Componentes",de provedor de acesso à internet,,14,7,10,,3
TOS_15.1.1,Telecomunicações,Sistemas de Telecomunicação,de sistemas de telecomunicação,,15,1,1,,3
TOS_15.2.1,Telecomunicações,Radiodifusão,de radiodifusão,,15,2,1,,3
TOS_15.2.2,Telecomunicações,Radiodifusão,de estação de radiodifusão,,15,2,2,,3
TOS_15.3.1,Telecomunicações,Radiocomunicação,de radiocomunicação fixa,,15,3,1,,3
TOS_15.3.2,Telecomunicações,Radiocomunicação,de radio enlace,,15,3,2,,3
TOS_15.3.3,Telecomunicações,Radiocomunicação,de rede sem fio para radiocomunicação,,15,3,3,,3
TOS_15.3.4,Telecomunicações,Radiocomunicação,de radiocomunicação móvel,,15,3,4,,3
TOS_15.4.1,Telecomunicações,Radar,de radar,,15,4,1,,3
TOS_15.5.1,Telecomunicações,Satélites de Comunicação,de estação de antena de satélite,,15,5,1,,3
TOS_15.5.2,Telecomunicações,Satélites de Comunicação,de satélites de comunicação,,15,5,2,,3
TOS_15.6.1,Telecomunicações,Sistemas Aplicados,de sistemas aplicados de posicionamento,,15,6,1,,3
TOS_15.6.2,Telecomunicações,Sistemas Aplicados,de receptores de posicionamento,,15,6,2,,3
TOS_15.6.3,Telecomunicações,Sistemas Aplicados,de sistemas aplicados de navegação,,15,6,3,,3
TOS_15.6.4,Telecomunicações,Sistemas Aplicados,de receptores de navegação,,15,6,4,,3
TOS_15.7.1,Telecomunicações,Comunicação Multimídia,de comunicação multimídia,,15,7,1,,3
TOS_15.8.1.1,Telecomunicações,Telecomunicação,de telecomunicação,via cabo metálico,15,8,1,1,4
TOS_15.8.1.2,Telecomunicações,Telecomunicação,de telecomunicação,via cabo óptico,15,8,1,2,4
TOS_15.8.1.3,Telecomunicações,Telecomunicação,de telecomunicação,via rádio,15,8,1,3,4
TOS_15.8.1.4,Telecomunicações,Telecomunicação,de telecomunicação,redes sem fio,15,8,1,4,4
TOS_15.8.1.5,Telecomunicações,Telecomunicação,de telecomunicação,transmissoras de tv,15,8,1,5,4
TOS_15.8.1.6,Telecomunicações,Telecomunicação,de telecomunicação,estação geradora de sinal de tv,15,8,1,6,4
TOS_15.8.1.7,Telecomunicações,Telecomunicação,de telecomunicação,centro de controle de distribuição de sinal de tv,15,8,1,7,4
TOS_15.8.1.8,Telecomunicações,Telecomunicação,de telecomunicação,repetidoras de tv,15,8,1,8,4
TOS_15.9.1,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de estação telefônica,,15,9,1,,3
TOS_15.9.2,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de equipamentos de telefonia,,15,9,2,,3
TOS_15.9.3,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de dispositivos e componentes de telefonia,,15,9,3,,3
TOS_15.9.4,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de aparelho telefônico,,15,9,4,,3
TOS_15.9.5,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de distribuição telefônica,,15,9,5,,3
TOS_15.9.6,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de antenas,,15,9,6,,3
TOS_15.9.7,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de transmissor de sinal de telecomunicações,,15,9,7,,3
TOS_15.9.8,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de receptor de sinal de telecomunicações,,15,9,8,,3
TOS_15.9.9,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de torre,,15,9,9,,3
TOS_15.9.10,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de central telefônica,,15,9,10,,3
TOS_15.9.11,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de central de programa armazenado,,15,9,11,,3
TOS_15.9.12,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de central de comutação celular,,15,9,12,,3
TOS_15.9.13,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de PABX,,15,9,13,,3
TOS_15.9.14,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de estação rádio base,,15,9,14,,3
TOS_15.9.15,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de equipamentos de telecomunicação,,15,9,15,,3
TOS_15.9.16,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de infraestrutura elétrica da estação rádio base,,15,9,16,,3
TOS_15.9.17,Telecomunicações,"Equipamentos, Dispositivos e Componentes de Comunicação e Telecomunicações",de infraestrutura civil da estação rádio base,,15,9,17,,3
TOS_15.10.1,Telecomunicações,Instalações Telefônicas Internas,de instalações telefônicas internas,,15,10,1,,3
TOS_15.11.1,Telecomunicações,Instalações Telefônicas Externas,de instalações telefônicas externas,,15,11,1,,3
TOS_16.1.1.1,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de tubulações,16,1,1,1,4
TOS_16.1.1.2,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de reservatórios,16,1,1,2,4
TOS_16.1.1.3,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de tanques,16,1,1,3,4
TOS_16.1.1.4,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de dutos,16,1,1,4,4
TOS_16.1.1.5,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de caçamba,16,1,1,5,4
TOS_16.1.1.6,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de comporta,16,1,1,6,4
TOS_16.1.1.7,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,"de peças, componentes, artefatos metálicos",16,1,1,7,4
TOS_16.1.1.8,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,"de peças, componentes, artefatos não metálicos",16,1,1,8,4
TOS_16.1.1.9,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de material rodante,16,1,1,9,4
TOS_16.1.1.10,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,por usinagem,16,1,1,10,4
TOS_16.1.1.11,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,por soldagem,16,1,1,11,4
TOS_16.1.1.12,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,por conformação,16,1,1,12,4
TOS_16.1.1.13,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,por metalurgia do pó,16,1,1,13,4
TOS_16.1.1.14,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,por fundição,16,1,1,14,4
TOS_16.1.1.15,Mecânica,Processos Mecânicos (Fabricação e Materiais),de processos mecânicos de fabricação,de estrutura metálica,16,1,1,15,4
TOS_16.2.1.1,Mecânica,Sistemas Térmicos,de sistemas térmicos,de autoclaves,16,2,1,1,4
TOS_16.2.1.2,Mecânica,Sistemas Térmicos,de sistemas térmicos,de fornos,16,2,1,2,4
TOS_16.2.1.3,Mecânica,Sistemas Térmicos,de sistemas térmicos,de cogeração de energia,16,2,1,3,4
TOS_16.2.1.4,Mecânica,Sistemas Térmicos,de sistemas térmicos,de condicionamento de ar,16,2,1,4,4
TOS_16.2.1.5,Mecânica,Sistemas Térmicos,de sistemas térmicos,de refrigeração,16,2,1,5,4
TOS_16.2.1.6,Mecânica,Sistemas Térmicos,de sistemas térmicos,de ventilação,16,2,1,6,4
TOS_16.2.1.7,Mecânica,Sistemas Térmicos,de sistemas térmicos,de aquecimento solar,16,2,1,7,4
TOS_16.2.1.8,Mecânica,Sistemas Térmicos,de sistemas térmicos,de aquecimento,16,2,1,8,4
TOS_16.2.1.9,Mecânica,Sistemas Térmicos,de sistemas térmicos,condensador,16,2,1,9,4
TOS_16.2.1.10,Mecânica,Sistemas Térmicos,de sistemas térmicos,caldeira,16,2,1,10,4
TOS_16.2.1.11,Mecânica,Sistemas Térmicos,de sistemas térmicos,biodigestor,16,2,1,11,4
TOS_16.2.1.12,Mecânica,Sistemas Térmicos,de sistemas térmicos,câmara frigorífica,16,2,1,12,4
TOS_16.2.1.13,Mecânica,Sistemas Térmicos,de sistemas térmicos,isolamento térmico,16,2,1,13,4
TOS_16.2.1.14,Mecânica,Sistemas Térmicos,de sistemas térmicos,motores de combustão interna,16,2,1,14,4
TOS_16.2.2,Mecânica,Sistemas Térmicos,"de pmoc - programa de manutenção, controle e operação",,16,2,2,,3
TOS_16.2.3,Mecânica,Sistemas Térmicos,de usinas termoelétricas,,16,2,3,,3
TOS_16.2.4,Mecânica,Sistemas Térmicos,de trocador de calor,,16,2,4,,3
TOS_16.2.5,Mecânica,Sistemas Térmicos,de torre de resfriamento,,16,2,5,,3
TOS_16.3.1,Mecânica,Sistemas Fluidodinâmicos,de acessórios de tubulação,,16,3,1,,3
TOS_16.3.2,Mecânica,Sistemas Fluidodinâmicos,de cilindro/vaso de pressão para gases,,16,3,2,,3
TOS_16.3.3,Mecânica,Sistemas Fluidodinâmicos,de cilindro/vaso de pressão para líquidos,,16,3,3,,3
TOS_16.3.4,Mecânica,Sistemas Fluidodinâmicos,de cilindro/vaso de pressão para extintor de incêndio,,16,3,4,,3
TOS_16.3.5.1,Mecânica,Sistemas Fluidodinâmicos,de sistema de fluidos,de transmissão de força hidráulica,16,3,5,1,4
TOS_16.3.5.2,Mecânica,Sistemas Fluidodinâmicos,de sistema de fluidos,refrigerantes,16,3,5,2,4
TOS_16.3.5.3,Mecânica,Sistemas Fluidodinâmicos,de sistema de fluidos,lubrificantes,16,3,5,3,4
TOS_16.3.6,Mecânica,Sistemas Fluidodinâmicos,de recarga de extintores,,16,3,6,,3
TOS_16.3.7.1,Mecânica,Sistemas Fluidodinâmicos,de dutos industriais,de gases,16,3,7,1,4
TOS_16.3.7.2,Mecânica,Sistemas Fluidodinâmicos,de dutos industriais,de líquidos,16,3,7,2,4
TOS_16.3.8,Mecânica,Sistemas Fluidodinâmicos,de gasoduto,,16,3,8,,3
TOS_16.3.9,Mecânica,Sistemas Fluidodinâmicos,de oleoduto,,16,3,9,,3
TOS_16.3.10,Mecânica,Sistemas Fluidodinâmicos,de mineroduto,,16,3,10,,3
TOS_16.3.11.1,Mecânica,Sistemas Fluidodinâmicos,de árvore de natal,molhada,16,3,11,1,4
TOS_16.3.11.2,Mecânica,Sistemas Fluidodinâmicos,de árvore de natal,seca/convencional,16,3,11,2,4
TOS_16.3.12,Mecânica,Sistemas Fluidodinâmicos,de riser,,16,3,12,,3
TOS_16.3.13,Mecânica,Sistemas Fluidodinâmicos,de rede de sprinklers,,16,3,13,,3
TOS_16.3.14.1,Mecânica,Sistemas Fluidodinâmicos,de bomba,hidráulica,16,3,14,1,4
TOS_16.3.14.2,Mecânica,Sistemas Fluidodinâmicos,de bomba,de abastecimento de combustível,16,3,14,2,4
TOS_16.3.14.3,Mecânica,Sistemas Fluidodinâmicos,de bomba,de vácuo,16,3,14,3,4
TOS_16.3.15,Mecânica,Sistemas Fluidodinâmicos,de compressor,,16,3,15,,3
TOS_16.3.16,Mecânica,Sistemas Fluidodinâmicos,de dispositivos de expansão,,16,3,16,,3
TOS_16.3.17,Mecânica,Sistemas Fluidodinâmicos,de central de distribuição de gás,,16,3,17,,3
TOS_16.3.18,Mecânica,Sistemas Fluidodinâmicos,"de central de produção, transformação e armazenamento de gás",,16,3,18,,3
TOS_16.3.19.1,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,de ar comprimido,16,3,19,1,4
TOS_16.3.19.2,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,de gás natural,16,3,19,2,4
TOS_16.3.19.3,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,de GLP,16,3,19,3,4
TOS_16.3.19.4,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,de gases medicinais,16,3,19,4,4
TOS_16.3.19.5,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,de vácuo,16,3,19,5,4
TOS_16.3.19.6,Mecânica,Sistemas Fluidodinâmicos,de sistemas e redes,hidráulicos,16,3,19,6,4
TOS_16.3.20.1,Mecânica,Sistemas Fluidodinâmicos,de turbina,eólica,16,3,20,1,4
TOS_16.3.20.2,Mecânica,Sistemas Fluidodinâmicos,de turbina,hidráulica,16,3,20,2,4
TOS_16.3.20.3,Mecânica,Sistemas Fluidodinâmicos,de turbina,a vapor,16,3,20,3,4
TOS_16.3.20.4,Mecânica,Sistemas Fluidodinâmicos,de turbina,a gás,16,3,20,4,4
TOS_16.4.1,Mecânica,Metrologia,de calibração de instrumentos mecânicos,,16,4,1,,3
TOS_16.4.2,Mecânica,Metrologia,de calibração de equipamentos mecânicos,,16,4,2,,3
TOS_16.4.3,Mecânica,Metrologia,de controle dimensional e geométrico,,16,4,3,,3
TOS_16.5.1.1,Mecânica,Veículos Automotores,de modificações em veículos automotores,adaptação de chassi,16,5,1,1,4
TOS_16.5.1.2,Mecânica,Veículos Automotores,de modificações em veículos automotores,conversão para GNV,16,5,1,2,4
TOS_16.5.2,Mecânica,Veículos Automotores,de segurança veicular,,16,5,2,,3
TOS_16.5.3,Mecânica,Veículos Automotores,de emissão de gases poluentes e de ruído em veículos automotores,,16,5,3,,3
TOS_16.5.4.1,Mecânica,Veículos Automotores,de máquinas agrícolas,tratores,16,5,4,1,4
TOS_16.5.4.2,Mecânica,Veículos Automotores,de máquinas agrícolas,implementos,16,5,4,2,4
TOS_16.5.5.1,Mecânica,Veículos Automotores,de veículos automotores,de transporte coletivo rodoviário,16,5,5,1,4
TOS_16.5.5.2,Mecânica,Veículos Automotores,de veículos automotores,de transporte coletivo sobre trilhos,16,5,5,2,4
TOS_16.5.5.3,Mecânica,Veículos Automotores,de veículos automotores,automóveis,16,5,5,3,4
TOS_16.5.5.4,Mecânica,Veículos Automotores,de veículos automotores,caminhões,16,5,5,4,4
TOS_16.5.5.5,Mecânica,Veículos Automotores,de veículos automotores,motocicletas,16,5,5,5,4
TOS_16.5.6,Mecânica,Veículos Automotores,de máquinas pesadas,,16,5,6,,3
TOS_16.5.7,Mecânica,Veículos Automotores,de implementos rodoviários,,16,5,7,,3
TOS_16.6.1.1,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,escadas rolantes,16,6,1,1,4
TOS_16.6.1.2,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,esteiras rolantes,16,6,1,2,4
TOS_16.6.1.3,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,planos inclinados,16,6,1,3,4
TOS_16.6.1.4,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,teleféricos,16,6,1,4,4
TOS_16.6.1.5,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,correias transportadoras,16,6,1,5,4
TOS_16.6.1.6,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,ponte rolante,16,6,1,6,4
TOS_16.6.1.7,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,pórtico rolante,16,6,1,7,4
TOS_16.6.1.8,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,plataforma elevatória,16,6,1,8,4
TOS_16.6.1.9,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,guindastes,16,6,1,9,4
TOS_16.6.1.10,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,grua,16,6,1,10,4
TOS_16.6.1.11,Mecânica,Transportadores e Elevadores,de transportadores e elevadores,monotrilhos,16,6,1,11,4
TOS_16.6.2.1,Mecânica,Transportadores e Elevadores,de elevadores,de passageiros,16,6,2,1,4
TOS_16.6.2.2,Mecânica,Transportadores e Elevadores,de elevadores,de carga,16,6,2,2,4
TOS_16.6.2.3,Mecânica,Transportadores e Elevadores,de elevadores,de obra,16,6,2,3,4
TOS_16.6.2.4,Mecânica,Transportadores e Elevadores,de elevadores,de monta carga,16,6,2,4,4
TOS_16.6.2.5,Mecânica,Transportadores e Elevadores,de elevadores,individual (`man lift`),16,6,2,5,4
TOS_16.6.2.6,Mecânica,Transportadores e Elevadores,de elevadores,automotivos,16,6,2,6,4
TOS_16.7.1.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de sistemas de acionamento,hidráulico,16,7,1,1,4
TOS_16.7.1.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de sistemas de acionamento,pneumático,16,7,1,2,4
TOS_16.7.1.3,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de sistemas de acionamento,mecânico,16,7,1,3,4
TOS_16.7.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos eletromecânicos odonto-médico-hospitalares,,16,7,2,,3
TOS_16.7.3,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos odonto-médico-hospitalares,,16,7,3,,3
TOS_16.7.4.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos,de bate-estacas,16,7,4,1,4
TOS_16.7.4.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos,de brocas,16,7,4,2,4
TOS_16.7.4.3,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos,de sistemas de freio,16,7,4,3,4
TOS_16.7.4.4,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos,de parques de diversões,16,7,4,4,4
TOS_16.7.4.5,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos mecânicos,de movimentação de terra,16,7,4,5,4
TOS_16.7.5.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos eletromecânicos,de parques de diversões,16,7,5,1,4
TOS_16.7.6,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos para tratamento de efluentes,,16,7,6,,3
TOS_16.7.7,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de eletrodomésticos,,16,7,7,,3
TOS_16.7.8,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de gerador de energia elétrica,,16,7,8,,3
TOS_16.7.9,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de máquinas operatrizes,,16,7,9,,3
TOS_16.7.10,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de perfuratrizes,,16,7,10,,3
TOS_16.7.11,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de proteção catódica,,16,7,11,,3
TOS_16.7.12,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de controle de ruídos e vibrações,,16,7,12,,3
TOS_16.7.13,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de instalações mecânicas industriais,,16,7,13,,3
TOS_16.7.14.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de requalificação de cilindros,GNV,16,7,14,1,4
TOS_16.7.14.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de requalificação de cilindros,GLP,16,7,14,2,4
TOS_16.7.14.3,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de requalificação de cilindros,extintores de incêndio,16,7,14,3,4
TOS_16.7.15.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos","de ensaios de equipamentos, dispositivos e componentes",mecânicos,16,7,15,1,4
TOS_16.7.15.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos","de ensaios de equipamentos, dispositivos e componentes",eletromecânicos,16,7,15,2,4
TOS_16.7.15.3,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos","de ensaios de equipamentos, dispositivos e componentes",magnéticos,16,7,15,3,4
