codigo,grupo,subgrupo,obra_servico,complementar,nivel1,nivel2,nivel3,nivel4,profundidade
TOS_16.7.15.4,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos","de ensaios de equipamentos, dispositivos e componentes",ópticos,16,7,15,4,4
TOS_16.7.16.1,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de testes de estanqueidade,em equipamentos,16,7,16,1,4
TOS_16.7.16.2,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de testes de estanqueidade,em tubulações/dutos,16,7,16,2,4
TOS_16.7.17,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos de prevenção de transientes hidráulicos,,16,7,17,,3
TOS_16.7.18,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos para os sistemas de tratamento de água,,16,7,18,,3
TOS_16.7.19,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos","de tubos, dutos e válvulas de bloqueio, retenção e controle",,16,7,19,,3
TOS_16.7.20,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos de bombeamento,,16,7,20,,3
TOS_16.7.21,Mecânica,"Instalações, Equipamentos, Dispositivos e Componentes da Engenharia Mecânica: Mecânicos, Eletromecânicos, Magnéticos, Ópticos",de equipamentos para os sistemas de tratamento de esgoto/resíduos líquidos,,16,7,21,,3
TOS_16.8.1.1,Mecânica,Mecânica Fina,de mecânica fina,ferramentas de precisão,16,8,1,1,4
TOS_16.8.1.2,Mecânica,Mecânica Fina,de mecânica fina,microcomponentes mecânicos,16,8,1,2,4
TOS_17.1.1.1,Metalurgia,Metalurgia Extrativa,de metalurgia extrativa,amostragem de minérios,17,1,1,1,4
TOS_17.1.1.2,Metalurgia,Metalurgia Extrativa,de metalurgia extrativa,amostragem geoquímica,17,1,1,2,4
TOS_17.1.1.3,Metalurgia,Metalurgia Extrativa,de metalurgia extrativa,obtenção de metais,17,1,1,3,4
TOS_17.1.1.4,Metalurgia,Metalurgia Extrativa,de metalurgia extrativa,carregamento de rochas ou minerais,17,1,1,4,4
TOS_17.1.1.5,Metalurgia,Metalurgia Extrativa,de metalurgia extrativa,blendagem de minérios,17,1,1,5,4
TOS_17.2.1.1,Metalurgia,Caracterização de Materiais,de caracterização de materiais,ferrosos,17,2,1,1,4
TOS_17.2.1.2,Metalurgia,Caracterização de Materiais,de caracterização de materiais,não ferrosos,17,2,1,2,4
TOS_17.2.1.3,Metalurgia,Caracterização de Materiais,de caracterização de materiais,ligas,17,2,1,3,4
TOS_17.2.1.4,Metalurgia,Caracterização de Materiais,de caracterização de materiais,compósitos,17,2,1,4,4
TOS_17.3.1,Metalurgia,Reciclagem de Materiais Metálicos,de reciclagem de materiais metálicos,,17,3,1,,3
TOS_17.4.1.1,Metalurgia,Seleção de Materiais,de seleção de materiais,ferrosos,17,4,1,1,4
TOS_17.4.1.2,Metalurgia,Seleção de Materiais,de seleção de materiais,não-ferrosos,17,4,1,2,4
TOS_17.4.1.3,Metalurgia,Seleção de Materiais,de seleção de materiais,ligas,17,4,1,3,4
TOS_17.4.1.4,Metalurgia,Seleção de Materiais,de seleção de materiais,compósitos,17,4,1,4,4
TOS_17.5.1.1,Metalurgia,Produção da Indústria Metalúrgica,de produção da indústria metalúrgica,de produtos metálicos,17,5,1,1,4
TOS_17.5.1.2,Metalurgia,Produção da Indústria Metalúrgica,de produção da indústria metalúrgica,de ligas metálicas e não-metálicas,17,5,1,2,4
TOS_17.5.1.3,Metalurgia,Produção da Indústria Metalúrgica,de produção da indústria metalúrgica,de materiais metálicos reciclados,17,5,1,3,4
TOS_17.5.1.4,Metalurgia,Produção da Indústria Metalúrgica,de produção da indústria metalúrgica,de compósitos,17,5,1,4,4
TOS_17.5.1.5,Metalurgia,Produção da Indústria Metalúrgica,de produção da indústria metalúrgica,de pós metálicos,17,5,1,5,4
TOS_17.6.1.1,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de fundição,17,6,1,1,4
TOS_17.6.1.2,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de soldagem,17,6,1,2,4
TOS_17.6.1.3,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de conformação mecânica,17,6,1,3,4
TOS_17.6.1.4,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de tratamento térmicos e termoquímicos,17,6,1,4,4
TOS_17.6.1.5,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de tratamento de superfície,17,6,1,5,4
TOS_17.6.1.6,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de sinterização,17,6,1,6,4
TOS_17.6.1.7,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de trefilação,17,6,1,7,4
TOS_17.6.1.8,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de laminação,17,6,1,8,4
TOS_17.6.1.9,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de extrusão,17,6,1,9,4
TOS_17.6.1.10,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de estampagem,17,6,1,10,4
TOS_17.6.1.11,Metalurgia,Métodos e Processos de Fabricação,de métodos e processos de fabricação metalúrgicos,de forja,17,6,1,11,4
TOS_17.7.1,Metalurgia,"Instalações, Equipamentos, Dispositivos e Componentes das Indústrias Minero-Metalúrgica e Metal-Mecânica","de equipamentos, dispositivos e componentes das indústrias minero-metalúrgica e metal-mecânica",,17,7,1,,3
TOS_17.7.2,Metalurgia,"Instalações, Equipamentos, Dispositivos e Componentes das Indústrias Minero-Metalúrgica e Metal-Mecânica",de fornos destinados  a indústria metalúrgica,,17,7,2,,3
TOS_17.7.3,Metalurgia,"Instalações, Equipamentos, Dispositivos e Componentes das Indústrias Minero-Metalúrgica e Metal-Mecânica",de equipamentos para metalografia,,17,7,3,,3
TOS_17.7.4,Metalurgia,"Instalações, Equipamentos, Dispositivos e Componentes das Indústrias Minero-Metalúrgica e Metal-Mecânica","de ensaios de equipamentos, dispositivos e componentes das indústrias minero-metalúrgica e metal-mecânica",,17,7,4,,3
TOS_17.7.5,Metalurgia,"Instalações, Equipamentos, Dispositivos e Componentes das Indústrias Minero-Metalúrgica e Metal-Mecânica",de combustíveis metalúrgicos,,17,7,5,,3
TOS_18.1.1,Atividades da Área Naval e Oceânica,Arquitetura Naval,de balsas,,18,1,1,,3
TOS_18.1.2,Atividades da Área Naval e Oceânica,Arquitetura Naval,de rebocadores,,18,1,2,,3
TOS_18.1.3,Atividades da Área Naval e Oceânica,Arquitetura Naval,de plataformas flutuantes,,18,1,3,,3
TOS_18.1.4,Atividades da Área Naval e Oceânica,Arquitetura Naval,de veleiros,,18,1,4,,3
TOS_18.1.5,Atividades da Área Naval e Oceânica,Arquitetura Naval,de lanchas,,18,1,5,,3
TOS_18.1.6,Atividades da Área Naval e Oceânica,Arquitetura Naval,de iates,,18,1,6,,3
TOS_18.1.7,Atividades da Área Naval e Oceânica,Arquitetura Naval,de submarinos,,18,1,7,,3
TOS_18.1.8.1,Atividades da Área Naval e Oceânica,Arquitetura Naval,de navios,de carga - graneleiro,18,1,8,1,4
TOS_18.1.8.2,Atividades da Área Naval e Oceânica,Arquitetura Naval,de navios,de carga - containers,18,1,8,2,4
TOS_18.1.8.3,Atividades da Área Naval e Oceânica,Arquitetura Naval,de navios,de passageiros,18,1,8,3,4
TOS_18.1.9,Atividades da Área Naval e Oceânica,Arquitetura Naval,de embarcações especiais,,18,1,9,,3
TOS_18.1.10,Atividades da Área Naval e Oceânica,Arquitetura Naval,de modificações em embarcações,,18,1,10,,3
TOS_18.1.11,Atividades da Área Naval e Oceânica,Arquitetura Naval,de estabilidade de embarcações,,18,1,11,,3
TOS_18.1.12,Atividades da Área Naval e Oceânica,Arquitetura Naval,de estabilidade de plataformas flutuantes,,18,1,12,,3
TOS_18.2.1,Atividades da Área Naval e Oceânica,Operações Navais,de manobras de navios,,18,2,1,,3
TOS_18.2.2,Atividades da Área Naval e Oceânica,Operações Navais,de manobras de submarinos,,18,2,2,,3
TOS_18.2.3,Atividades da Área Naval e Oceânica,Operações Navais,de docagem de embarcações,,18,2,3,,3
TOS_18.2.4,Atividades da Área Naval e Oceânica,Operações Navais,de encalhe de embarcações,,18,2,4,,3
TOS_18.2.5,Atividades da Área Naval e Oceânica,Operações Navais,de arqueação,,18,2,5,,3
TOS_18.3.1.1,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,estruturas metálicas em embarcações,18,3,1,1,4
TOS_18.3.1.2,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,tubulações para líquidos em embarcações,18,3,1,2,4
TOS_18.3.1.3,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,tubulações para gases em embarcações,18,3,1,3,4
TOS_18.3.1.4,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,reservatórios em embarcações de metal,18,3,1,4,4
TOS_18.3.1.5,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,reservatórios em embarcações de outros materiais,18,3,1,5,4
TOS_18.3.1.6,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,dutos de embarcações para líquidos,18,3,1,6,4
TOS_18.3.1.7,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,dutos de embarcações para gases,18,3,1,7,4
TOS_18.3.1.8,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,convés,18,3,1,8,4
TOS_18.3.1.9,Atividades da Área Naval e Oceânica,Sistemas Estruturais Navais,de sistemas estruturais navais,cascos,18,3,1,9,4
TOS_18.4.1,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de autoclaves em embarcações,,18,4,1,,3
TOS_18.4.2,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de boilers em embarcações,,18,4,2,,3
TOS_18.4.3,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de sistemas de condicionamento de ar em embarcações,,18,4,3,,3
TOS_18.4.4,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de sistemas de refrigeração em embarcações,,18,4,4,,3
TOS_18.4.5,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de sistemas de ventilação em embarcações,,18,4,5,,3
TOS_18.4.6,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de sistemas de aquecimento em embarcações,,18,4,6,,3
TOS_18.4.7,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de trocador de calor em embarcações,,18,4,7,,3
TOS_18.4.8,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de torre de resfriamento em embarcações,,18,4,8,,3
TOS_18.4.9,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de condensador,,18,4,9,,3
TOS_18.4.10,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de caldeira em embarcações,,18,4,10,,3
TOS_18.4.11,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de fornalha em embarcações,,18,4,11,,3
TOS_18.4.12,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de superaquecedor em embarcações,,18,4,12,,3
TOS_18.4.13,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de economizador em embarcações,,18,4,13,,3
TOS_18.4.14,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de aquecedor de ar em embarcações,,18,4,14,,3
TOS_18.4.15,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de câmara frigorífica em embarcações,,18,4,15,,3
TOS_18.4.16,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de chiller em embarcações,,18,4,16,,3
TOS_18.4.17,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de fan coil em embarcações,,18,4,17,,3
TOS_18.4.18.1,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de máquina de absorção,de brometo de lítio para embarcações,18,4,18,1,4
TOS_18.4.18.2,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de máquina de absorção,de amônia para embarcações,18,4,18,2,4
TOS_18.4.19,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de isolamento térmico em embarcações,,18,4,19,,3
TOS_18.4.20,Atividades da Área Naval e Oceânica,Sistemas Térmicos Navais,de motores de combustão interna em embarcações,,18,4,20,,3
TOS_18.5.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de medidor de vazão de líquidos em embarcações,,18,5,1,,3
TOS_18.5.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de medidor de vazão de gases em embarcações,,18,5,2,,3
TOS_18.5.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de centrífuga em embarcações,,18,5,3,,3
TOS_18.5.4,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de pressostato em embarcações,,18,5,4,,3
TOS_18.5.5,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de válvula em embarcações,,18,5,5,,3
TOS_18.5.6,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de acessórios de tubulação em embarcações,,18,5,6,,3
TOS_18.5.7.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de cilindro/vaso de pressão,para gases em embarcações,18,5,7,1,4
TOS_18.5.7.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de cilindro/vaso de pressão,para líquidos em embarcações,18,5,7,2,4
TOS_18.5.7.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de cilindro/vaso de pressão,para outros produtos em embarcações,18,5,7,3,4
TOS_18.5.7.4,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de cilindro/vaso de pressão,para extintor de incêndio em embarcações,18,5,7,4,4
TOS_18.5.8.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistema de fluidos em embarcações,transmissão de força hidráulica,18,5,8,1,4
TOS_18.5.8.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistema de fluidos em embarcações,refrigerantes,18,5,8,2,4
TOS_18.5.8.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistema de fluidos em embarcações,lubrificantes,18,5,8,3,4
TOS_18.5.9.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de dutos industrais em embarcações,de gases,18,5,9,1,4
TOS_18.5.9.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de dutos industrais em embarcações,de água,18,5,9,2,4
TOS_18.5.9.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de dutos industrais em embarcações,de óleo,18,5,9,3,4
TOS_18.5.10.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de propulsores,hidráulica em embarcações,18,5,10,1,4
TOS_18.5.11.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de bomba em embarcações,de pneumática,18,5,11,1,4
TOS_18.5.11.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de bomba em embarcações,de abastecimento de combustível,18,5,11,2,4
TOS_18.5.12.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de compressor,em embarcações,18,5,12,1,4
TOS_18.5.13.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistemas e redes fluidodinâmicos para embarcações,ar comprimido,18,5,13,1,4
TOS_18.5.13.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistemas e redes fluidodinâmicos para embarcações,gás natural,18,5,13,2,4
TOS_18.5.13.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistemas e redes fluidodinâmicos para embarcações,GLP,18,5,13,3,4
TOS_18.5.13.4,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistemas e redes fluidodinâmicos para embarcações,vácuo,18,5,13,4,4
TOS_18.5.13.5,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de sistemas e redes fluidodinâmicos para embarcações,hidráulicos,18,5,13,5,4
TOS_18.5.14.1,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de turbina para embarcações,hidráulica,18,5,14,1,4
TOS_18.5.14.2,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de turbina para embarcações,a vapor,18,5,14,2,4
TOS_18.5.14.3,Atividades da Área Naval e Oceânica,Sistemas Fluidodinâmicos Navais,de turbina para embarcações,a gás,18,5,14,3,4
TOS_18.6.1.1,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,estaleiro,18,6,1,1,4
TOS_18.6.1.2,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,sistemas de acionamento em embarcações,18,6,1,2,4
TOS_18.6.1.3,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,equipamentos de convés,18,6,1,3,4
TOS_18.6.1.4,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,equipamentos para diques,18,6,1,4,4
TOS_18.6.1.5,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,equipamentos para porta-batéis,18,6,1,5,4
TOS_18.6.1.6,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,controle de ruídos e/ou vibrações  em embarcações,18,6,1,6,4
TOS_18.6.1.7,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,instalações mecânicas navais,18,6,1,7,4
TOS_18.6.1.8,Atividades da Área Naval e Oceânica,"Tecnologia Naval - Instalações, Equipamentos, Dispositivos e Componentes",de tecnologia naval,requalificação de cilindros da área naval,18,6,1,8,4
